Date,A,AA,AACT,AAL
2024-05-03,138.13,36.23,10.62,13.85
2024-05-04,,,,
2024-05-05,,,,
2024-05-06,139.28,36.77,10.62,14.65
2024-05-07,139.93,37.02,10.62,14.25
2024-05-08,141.45,36.1,10.62,14.42
2024-05-09,143.77,36.81,10.62,14.48
2024-05-10,148.34,36.58,10.62,14.4
2024-05-11,,,,
2024-05-12,,,,
2024-05-13,146.36,39.57,10.62,14.93
2024-05-14,149.85,39.25,10.58,15.19
2024-05-15,152.62,39.45,10.62,14.94
2024-05-16,152.85,39.56,10.62,14.79
2024-05-17,152.77,40.62,10.62,14.73
2024-05-18,,,,
2024-05-19,,,,
2024-05-20,153.18,42.01,10.62,14.52
2024-05-21,152.21,43.55,10.63,14.03
2024-05-22,151.42,41.63,10.66,14.1
2024-05-23,149.12,40.55,10.64,13.82
2024-05-24,149.23,41.13,10.62,13.84
2024-05-25,,,,
2024-05-26,,,,
2024-05-27,,,,
2024-05-28,146.81,42.67,10.65,13.44
2024-05-29,144.1,43.39,10.64,11.62
2024-05-30,130.18,44.0,10.65,11.44
2024-05-31,129.17,43.73,10.64,11.5
2024-06-01,,,,
2024-06-02,,,,
2024-06-03,130.16,43.47,10.65,11.53
2024-06-04,129.61,41.5,10.66,11.5
2024-06-05,132.29,42.07,10.66,11.62
2024-06-06,131.56,42.13,10.67,11.43
2024-06-07,131.72,40.41,10.66,11.5
2024-06-08,,,,
2024-06-09,,,,
2024-06-10,131.77,40.66,10.66,11.49
2024-06-11,130.86,39.72,10.66,11.28
2024-06-12,131.9,39.22,10.67,11.5
2024-06-13,129.33,38.07,10.66,11.44
2024-06-14,128.62,37.44,10.66,11.28
2024-06-15,,,,
2024-06-16,,,,
2024-06-17,130.58,36.94,10.65,11.44
2024-06-18,133.62,37.03,10.65,11.28
2024-06-19,,,,
2024-06-20,131.47,38.5,10.65,11.24
2024-06-21,131.99,39.91,10.66,11.2
2024-06-22,,,,
2024-06-23,,,,
2024-06-24,133.8,40.06,10.65,11.16
2024-06-25,133.41,39.45,10.65,11.13
2024-06-26,131.83,38.95,10.66,11.12
2024-06-27,129.56,38.35,10.67,11.28
2024-06-28,128.4,39.29,10.67,11.33
2024-06-29,,,,
2024-06-30,,,,
2024-07-01,126.19,39.21,10.66,11.04
2024-07-02,124.82,40.33,10.68,11.05
2024-07-03,125.17,41.86,10.68,11.12
2024-07-04,,,,
2024-07-05,125.41,41.92,10.69,11.04
2024-07-06,,,,
2024-07-07,,,,
2024-07-08,125.11,41.15,10.68,10.93
2024-07-09,124.46,39.84,10.69,10.98
2024-07-10,126.1,37.99,10.69,11.15
2024-07-11,129.82,38.7,10.69,10.73
2024-07-12,131.22,38.47,10.7,10.68
2024-07-13,,,,
2024-07-14,,,,
2024-07-15,130.01,38.82,10.69,10.63
2024-07-16,135.02,38.19,10.7,11.19
2024-07-17,132.48,36.36,10.69,11.01
2024-07-18,130.96,35.21,10.72,10.62
2024-07-19,130.77,34.49,10.7,10.58
2024-07-20,,,,
2024-07-21,,,,
2024-07-22,132.4,34.11,10.7,10.69
2024-07-23,129.65,33.49,10.72,10.48
2024-07-24,133.14,32.44,10.72,10.17
2024-07-25,133.95,32.51,10.73,10.6
2024-07-26,136.27,33.02,10.72,10.62
2024-07-27,,,,
2024-07-28,,,,
2024-07-29,136.33,32.62,10.74,10.43
2024-07-30,138.43,31.38,10.73,10.76
2024-07-31,140.32,32.64,10.75,10.64
2024-08-01,141.77,31.09,10.74,10.14
2024-08-02,137.98,29.11,10.75,9.63
2024-08-03,,,,
2024-08-04,,,,
2024-08-05,133.67,28.09,10.74,9.28
2024-08-06,135.22,29.03,10.74,9.31
2024-08-07,132.94,28.85,10.74,9.26
2024-08-08,135.72,30.26,10.73,9.89
2024-08-09,135.85,30.19,10.74,9.86
2024-08-10,,,,
2024-08-11,,,,
2024-08-12,134.56,30.91,10.76,9.61
2024-08-13,136.37,31.32,10.76,9.81
2024-08-14,134.99,30.82,10.76,9.74
2024-08-15,138.82,31.8,10.77,10.09
2024-08-16,138.97,31.83,10.76,10.05
2024-08-17,,,,
2024-08-18,,,,
2024-08-19,139.44,33.69,10.76,10.31
2024-08-20,138.68,33.46,10.76,10.29
2024-08-21,138.92,32.99,10.75,10.4
2024-08-22,139.15,32.23,10.77,10.14
2024-08-23,139.79,33.62,10.75,10.39
2024-08-24,,,,
2024-08-25,,,,
2024-08-26,139.42,34.25,10.75,10.21
2024-08-27,140.02,33.99,10.76,10.17
2024-08-28,139.98,31.8,10.75,10.15
2024-08-29,141.44,32.18,10.75,10.39
2024-08-30,141.83,31.81,10.76,10.62
2024-08-31,,,,
2024-09-01,,,,
2024-09-02,,,,
2024-09-03,137.9,29.95,10.77,10.6
2024-09-04,137.11,30.21,10.77,10.63
2024-09-05,137.3,30.0,10.78,10.8
2024-09-06,136.15,28.27,10.77,10.8
2024-09-07,,,,
2024-09-08,,,,
2024-09-09,137.04,28.71,10.77,11.22
2024-09-10,136.98,27.92,10.79,10.99
2024-09-11,137.64,29.59,10.79,10.77
2024-09-12,135.35,31.07,10.78,10.88
2024-09-13,136.26,32.23,10.78,10.69
2024-09-14,,,,
2024-09-15,,,,
2024-09-16,137.25,34.19,10.8,10.81
2024-09-17,137.29,33.66,10.81,11.17
2024-09-18,137.95,34.03,10.81,11.03
2024-09-19,140.87,34.61,10.81,11.11
2024-09-20,139.02,33.53,10.81,11.01
2024-09-21,,,,
2024-09-22,,,,
2024-09-23,138.72,33.92,10.8,10.98
2024-09-24,140.79,36.45,10.81,11.04
2024-09-25,138.38,35.69,10.8,11.0
2024-09-26,145.62,38.93,10.81,11.79
2024-09-27,146.93,38.92,10.83,11.56
2024-09-28,,,,
2024-09-29,,,,
2024-09-30,147.35,38.23,10.83,11.24
2024-10-01,145.67,38.83,10.83,10.9
2024-10-02,145.65,38.82,10.82,10.74
2024-10-03,143.67,37.83,10.84,10.82
2024-10-04,144.09,38.77,10.84,11.51
2024-10-05,,,,
2024-10-06,,,,
2024-10-07,143.02,39.12,10.84,11.53
2024-10-08,143.73,37.39,10.84,11.92
2024-10-09,143.92,38.09,10.82,11.93
2024-10-10,141.88,38.9,10.82,11.76
2024-10-11,142.95,40.65,10.8,11.79
2024-10-12,,,,
2024-10-13,,,,
2024-10-14,143.38,41.42,10.83,11.87
2024-10-15,143.7,40.93,10.83,12.03
2024-10-16,138.27,41.69,10.84,12.89
2024-10-17,136.59,39.99,10.85,12.81
2024-10-18,137.99,41.34,10.84,13.09
2024-10-19,,,,
2024-10-20,,,,
2024-10-21,135.93,41.15,10.86,12.97
2024-10-22,132.65,41.64,10.86,12.96
2024-10-23,132.22,41.5,10.88,12.83
2024-10-24,129.9,41.64,10.86,12.78
2024-10-25,129.4,40.73,10.88,13.15
2024-10-26,,,,
2024-10-27,,,,
2024-10-28,130.74,41.04,10.9,13.6
2024-10-29,130.44,40.69,10.88,13.82
2024-10-30,130.69,40.29,10.88,13.94
2024-10-31,129.52,39.83,10.88,13.4
2024-11-01,136.04,40.3,10.88,13.54
2024-11-02,,,,
2024-11-03,,,,
2024-11-04,138.8,40.46,10.87,12.99
2024-11-05,139.56,42.5,10.87,13.19
2024-11-06,136.95,45.06,10.87,14.0
2024-11-07,138.78,45.39,10.87,13.62
2024-11-08,135.85,44.49,10.86,13.81
2024-11-09,,,,
2024-11-10,,,,
2024-11-11,133.05,43.22,10.87,14.16
2024-11-12,132.86,40.68,10.87,13.91
2024-11-13,133.47,40.32,10.88,14.01
2024-11-14,129.43,40.94,10.9,14.26
2024-11-15,126.3,43.73,10.88,14.39
2024-11-16,,,,
2024-11-17,,,,
2024-11-18,126.15,43.69,10.89,14.29
2024-11-19,124.93,45.3,10.93,14.33
2024-11-20,127.79,45.44,10.89,14.46
2024-11-21,131.26,46.14,10.91,14.2
2024-11-22,133.03,45.17,10.9,14.38
2024-11-23,,,,
2024-11-24,,,,
2024-11-25,133.68,46.91,10.9,14.92
2024-11-26,133.56,47.11,10.91,14.64
2024-11-27,137.3,45.58,10.9,14.64
2024-11-28,,,,
2024-11-29,137.13,46.12,10.91,14.52
2024-11-30,,,,
2024-12-01,,,,
2024-12-02,138.73,45.4,10.93,14.61
2024-12-03,138.44,45.6,10.93,14.47
2024-12-04,139.35,45.57,10.93,14.88
2024-12-05,137.04,45.87,10.93,17.38
2024-12-06,139.73,42.21,10.93,17.4
2024-12-07,,,,
2024-12-08,,,,
2024-12-09,143.13,41.71,10.93,17.16
2024-12-10,141.07,40.82,10.94,17.49
2024-12-11,140.34,39.28,10.94,17.58
2024-12-12,140.06,39.36,10.95,17.24
2024-12-13,138.16,38.86,10.94,16.92
2024-12-14,,,,
2024-12-15,,,,
2024-12-16,136.84,38.21,10.93,16.52
2024-12-17,135.63,38.19,10.94,16.72
2024-12-18,132.2,37.06,10.95,16.47
2024-12-19,132.38,36.38,10.95,16.64
2024-12-20,133.7,37.59,10.95,16.88
2024-12-21,,,,
2024-12-22,,,,
2024-12-23,133.79,38.33,10.97,17.25
2024-12-24,135.28,38.36,10.96,17.35
2024-12-25,,,,
2024-12-26,135.01,38.1,10.96,17.35
2024-12-27,134.72,37.43,10.96,17.35
2024-12-28,,,,
2024-12-29,,,,
2024-12-30,133.61,36.91,10.95,17.62
2024-12-31,133.77,37.53,10.98,17.43
2025-01-01,,,,
2025-01-02,132.87,37.74,10.97,17.0
2025-01-03,135.12,35.47,10.97,16.97
2025-01-04,,,,
2025-01-05,,,,
2025-01-06,135.85,36.25,10.97,17.52
2025-01-07,136.83,36.0,10.98,17.69
2025-01-08,136.42,35.76,10.98,17.6
2025-01-09,,,,
2025-01-10,136.89,35.67,10.98,18.38
2025-01-11,,,,
2025-01-12,,,,
2025-01-13,141.35,36.23,10.98,17.6
2025-01-14,142.83,36.64,10.98,18.21
2025-01-15,141.63,37.94,11.0,18.07
2025-01-16,144.11,38.65,10.98,18.29
2025-01-17,146.74,39.27,10.99,18.27
2025-01-18,,,,
2025-01-19,,,,
2025-01-20,,,,
2025-01-21,151.93,38.36,11.0,18.64
2025-01-22,151.96,38.52,11.01,18.66
2025-01-23,151.81,37.1,11.01,17.03
2025-01-24,150.8,37.18,11.0,16.96
2025-01-25,,,,
2025-01-26,,,,
2025-01-27,150.32,34.74,11.01,17.2
2025-01-28,149.71,33.93,11.0,17.15
2025-01-29,146.47,34.9,11.01,17.33
2025-01-30,150.74,35.3,11.01,16.9
2025-01-31,150.88,35.09,11.01,16.92
2025-02-01,,,,
2025-02-02,,,,
2025-02-03,148.0,33.89,11.01,16.7
2025-02-04,146.42,36.0,11.02,16.84
2025-02-05,147.37,35.79,11.02,16.96
2025-02-06,147.02,35.69,11.02,17.06
2025-02-07,144.6,35.88,11.03,17.17
2025-02-08,,,,
2025-02-09,,,,
2025-02-10,143.08,36.68,11.04,16.62
2025-02-11,141.15,36.93,11.03,16.41
2025-02-12,137.5,36.09,11.03,16.26
2025-02-13,135.87,36.14,11.05,15.74
2025-02-14,134.1,36.0,11.05,15.97
2025-02-15,,,,
2025-02-16,,,,
2025-02-17,,,,
2025-02-18,134.63,36.77,11.05,16.08
2025-02-19,136.57,35.94,11.05,16.0
2025-02-20,136.21,37.0,11.06,15.86
2025-02-21,134.8,34.17,11.06,15.23
2025-02-22,,,,
2025-02-23,,,,
2025-02-24,134.71,34.79,11.06,15.31
2025-02-25,133.61,34.14,11.07,15.13
2025-02-26,133.9,33.45,11.04,15.18
2025-02-27,126.54,33.21,11.06,14.53
2025-02-28,127.38,33.03,11.07,14.35
2025-03-01,,,,
2025-03-02,,,,
2025-03-03,125.8,31.12,11.07,13.87
2025-03-04,122.54,31.04,11.08,13.35
2025-03-05,125.98,32.27,11.08,14.09
2025-03-06,126.02,32.72,11.1,13.25
2025-03-07,126.17,32.73,11.1,13.03
2025-03-08,,,,
2025-03-09,,,,
2025-03-10,121.39,30.87,11.1,12.5
2025-03-11,120.52,31.85,11.16,11.46
2025-03-12,119.34,33.14,11.14,10.93
2025-03-13,116.84,32.2,11.16,10.67
2025-03-14,120.67,33.42,11.15,10.87
2025-03-15,,,,
2025-03-16,,,,
2025-03-17,121.97,34.67,11.17,11.32
2025-03-18,122.58,33.85,11.17,11.07
2025-03-19,121.69,35.19,11.17,11.48
2025-03-20,119.77,34.72,11.19,11.26
2025-03-21,120.24,33.83,11.18,11.39
2025-03-22,,,,
2025-03-23,,,,
2025-03-24,121.46,33.36,11.18,11.83
2025-03-25,120.0,33.6,11.17,11.51
2025-03-26,119.39,33.23,11.17,11.44
2025-03-27,118.47,31.87,11.18,11.14
2025-03-28,116.2,30.56,11.17,10.7
2025-03-29,,,,
2025-03-30,,,,
2025-03-31,116.49,30.4,11.15,10.55
2025-04-01,113.81,30.04,11.14,10.3
2025-04-02,115.75,30.74,11.15,10.59
2025-04-03,109.44,27.24,11.14,9.51
2025-04-04,102.78,24.73,11.17,9.46
2025-04-05,,,,
2025-04-06,,,,
2025-04-07,103.37,24.51,11.16,9.71
2025-04-08,99.08,22.49,11.17,9.07
2025-04-09,106.83,25.77,11.16,11.12
2025-04-10,99.74,23.67,11.15,9.51
2025-04-11,102.49,24.67,11.18,9.67
2025-04-12,,,,
2025-04-13,,,,
2025-04-14,104.97,24.92,11.16,9.58
2025-04-15,102.9,24.6,11.16,9.85
2025-04-16,102.48,24.98,11.2,9.42
2025-04-17,102.26,23.24,11.22,9.46
2025-04-18,,,,
2025-04-19,,,,
2025-04-20,,,,
2025-04-21,100.05,23.22,11.2,9.07
2025-04-22,102.59,24.24,11.23,9.31
2025-04-23,104.78,24.96,11.21,9.32
2025-04-24,106.8,26.35,11.22,9.61
2025-04-25,106.06,25.62,11.26,9.75
2025-04-26,,,,
2025-04-27,,,,
2025-04-28,106.65,25.47,11.24,9.85
2025-04-29,107.23,25.1,11.26,9.9
2025-04-30,107.37,24.45,11.25,9.95
2025-05-01,106.24,24.46,11.27,10.03
2025-05-02,108.4,25.44,11.27,10.52
2025-05-03,,,,
2025-05-04,,,,
2025-05-05,108.14,24.98,11.26,10.66
2025-05-06,105.02,24.77,11.26,10.43
2025-05-07,107.29,24.32,11.29,10.56
2025-05-08,108.47,25.63,11.26,11.03
2025-05-09,106.71,25.83,11.27,11.11
2025-05-10,,,,
2025-05-11,,,,
2025-05-12,115.31,28.02,11.29,11.67
2025-05-13,115.18,28.55,11.28,12.3
2025-05-14,111.29,29.51,11.28,11.84
2025-05-15,112.16,28.57,11.28,11.76
2025-05-16,113.53,29.3,11.27,11.86
2025-05-17,,,,
2025-05-18,,,,
2025-05-19,113.2,29.31,11.28,11.86
2025-05-20,113.24,28.79,11.28,11.65
2025-05-21,108.68,28.27,11.27,11.24
2025-05-22,109.45,27.98,11.29,11.4
2025-05-23,108.3,28.07,11.29,11.19
2025-05-24,,,,
2025-05-25,,,,
2025-05-26,,,,
2025-05-27,111.03,28.25,11.28,11.64
2025-05-28,110.65,27.88,11.29,11.43
2025-05-29,113.04,27.63,11.3,11.4
2025-05-30,111.68,26.77,11.44,11.41
2025-05-31,,,,
2025-06-01,,,,
2025-06-02,110.82,26.6,11.54,11.38
2025-06-03,112.52,27.66,11.52,11.47
2025-06-04,114.7,27.37,11.49,11.42
2025-06-05,113.7,27.87,11.42,11.27
2025-06-06,115.56,28.01,11.42,11.78
2025-06-07,,,,
2025-06-08,,,,
2025-06-09,116.49,28.56,11.4,11.76
2025-06-10,120.27,28.76,11.36,11.84
2025-06-11,119.47,28.74,11.32,11.06
2025-06-12,118.66,28.86,11.31,10.9
2025-06-13,116.83,28.35,11.3,10.37
2025-06-14,,,,
2025-06-15,,,,
2025-06-16,118.77,29.01,11.3,10.9
2025-06-17,115.85,28.72,11.31,10.56
2025-06-18,115.28,28.35,11.3,10.58
2025-06-19,,,,
2025-06-20,115.32,27.86,11.3,10.62
2025-06-21,,,,
2025-06-22,,,,
2025-06-23,115.89,28.71,11.29,10.9
2025-06-24,117.39,28.8,11.3,11.37
2025-06-25,118.37,28.17,11.3,11.06
2025-06-26,119.17,29.93,11.3,11.13
2025-06-27,118.92,28.47,11.31,11.28
2025-06-28,,,,
2025-06-29,,,,
2025-06-30,117.76,29.51,11.33,11.22
2025-07-01,120.45,30.2,11.31,11.52
2025-07-02,120.66,31.52,11.31,11.63
2025-07-03,121.38,31.15,11.3,11.69
2025-07-04,,,,
2025-07-05,,,,
2025-07-06,,,,
2025-07-07,119.25,29.81,11.33,11.59
2025-07-08,121.01,30.51,11.32,11.58
2025-07-09,121.3,30.58,11.32,11.48
2025-07-10,124.17,31.57,11.33,12.94
